ID|Monster Name|Type 1|Type 2|Type 3|Pri Element|Sec Element|Rareness|Cost|Mpoints|Artist|
1158|Kuromi |Devil |||Dark ||4 Stars |10|3000||
1159|Lilith Kuromi |Devil |||Dark |Dark |5 Stars |20|3000||
1160|Cinnamoroll |Healer |||Light ||4 Stars |10|3000||
1161|Angel Cinnamon |Healer |||Light |Light |5 Stars |20|3000||
1162|Pompompurin |Physical |||Light ||5 Stars |10|5000||
1163|TAMADRApurin |Physical |||Light |Light |6 Stars |20|5000||
1164|Goddess Hello Kitty |Healer |||Light ||5 Stars |10|5000||
1165|Princess Valkitty |Healer |||Light |Light |6 Stars |20|5000||
1166|Red Flower Dragon, Barbados |Dragon |||Fire |Wood |6 Stars |25|10||
1167|Blue Flower Dragon, Starling |Dragon |||Water |Wood |6 Stars |25|10||
1168|Green Flower Dragon, Casablanca |Dragon |||Wood |Wood |6 Stars |25|10||
1169|Orange Flower Dragon, Helianthus |Dragon |||Light |Wood |6 Stars |25|10||
1170|Purple Flower Dragon, Orchid |Dragon |||Dark |Wood |6 Stars |25|10||
1171|Puchilip |Dragon |||Fire ||2 Stars |6|1||
1172|Puchirose |Dragon |||Water ||2 Stars |6|1||
1173|Puchilium |Dragon |||Wood ||2 Stars |6|1||
1174|Puchianthus |Dragon |||Light ||2 Stars |6|1||
1175|Puchiorchid |Dragon |||Dark ||2 Stars |6|1||
1176|Keeper of Gold |Evo Material |||Light |Fire |7 Stars |30|1|Sekiyama Konomu |
1177|UNPRINTABLE |Enhance Material |||Light ||5 Stars |25|1||
1178|Red Fairy |Healer |||Fire ||3 Stars |5|1||
1179|Fire Sprite, Parrot |Healer |||Fire ||4 Stars |11|1||
1180|Blue Fairy |Healer |||Water ||3 Stars |5|1||
1181|Water Sprite, Sharulu |Healer |||Water ||4 Stars |11|1||
1182|Green Fairy |Healer |||Wood ||3 Stars |5|1||
1183|Wood Sprite, Lily |Healer |||Wood ||4 Stars |11|1||
1184|Yellow Fairy |Healer |||Light ||3 Stars |5|1||
1185|Light Sprite, Sunrich |Healer |||Light ||4 Stars |11|1||
1186|Black Fairy |Healer |||Dark ||3 Stars |5|1||
1187|Dark Sprite, Cattleya |Healer |||Dark ||4 Stars |11|1||
1188|Hera-Beorc |God |||Wood ||6 Stars |40|20|Itou Youichi |Wood Hera 
1189|Awoken Hera-Beorc |Devil |God ||Wood |Dark |7 Stars |60|20|Itou Youichi |Wood Hera 
1190|Ancient Draggie Knight, Zeal |Dragon |||Wood |Wood |5 Stars |25|15||
1191|Blazing Shrine Maiden, Chiyome |Balanced |Devil ||Fire |Fire |7 Stars |25|5000|Suzuki Kaori |
1192|Blue Wind Ninja Princess, Hatsume |Healer |Devil ||Water |Water |7 Stars |25|5000|Itou Youichi |
1193|Gusting Prodigy, Sasuke |Attacker |Devil ||Wood |Wood |7 Stars |25|5000|Yosuke Adachi |
1194|Thunder Horn Master, Fuma Kotaro |Physical |Devil ||Light |Light |7 Stars |25|5000|Shinnosuke Hino |
1195|Moonlit Shadow, Hattori Hanzo |Attacker |Devil ||Dark |Dark |7 Stars |25|5000|Murase Rintaro |Hanzbro 
1196|King of the Skies, Rathalos & Rathalos Cat |Balanced |Dragon ||Fire |Dark |7 Stars |35|5000||
1197|Queen of the Land, Rathian & Rathian Cat |Healer |Dragon ||Wood |Light |7 Stars |35|5000||
1198|Awoken Odin Cat, the War Deity |God |Physical ||Water |Dark |6 Stars |30|15000||
1199|Awoken Odin & Odin Cat, the War Deities |God |Physical ||Water |Dark |7 Stars |50|15000||
1200|Asuka&Upgraded Eva Unit-02, Code 777 |Attacker |Machine ||Fire |Fire |6 Stars |25|3000|Yosuke Adachi |
1201|Shinji&Kaworu&Unit-13, FI |Attacker |Machine ||Water |Dark |7 Stars |40|5000||
1202|Misato&AAA Wunder |Attacker |Machine ||Fire |Light |5 Stars |25|5000||
1203|Misato&AAA Wunder, Powered Up |Attacker |Machine ||Fire |Light |6 Stars |30|5000||
1204|The Ninth Angel |God |Attacker ||Dark ||4 Stars |10|1|9th Angel, Bardiel |
1205|The Ninth Angel - Assault Mode |God |Attacker ||Dark ||5 Stars |15|1|9th Angel, Bardiel |
1206|5 Mechdragon Fusion, God Canopus |Dragon |Machine |God |Wood |Light |7 Stars |35|10||
1207|5 Mechdragon Combo, Demon Hadar |Dragon |Machine |Devil |Dark |Fire |7 Stars |35|10||
1208|Dragon Emperor, Buster Siegfried |Physical |||Water |Light |7 Stars |35|15|Itou Youichi |
1209|Wolf Hero, Ignis Cu Chulainn |Balanced |||Wood |Fire |7 Stars |35|15|Itou Youichi |
1210|The Eternal Bird, Phoenix |Attacker |||Fire |Fire |6 Stars |28|1||
1211|Devil of the Depths, Kraken |Physical |Devil ||Water |Water |6 Stars |28|1|Itou Youichi |
1212|Royal Hunting Beast, Griffin |Attacker |||Wood |Wood |6 Stars |28|1||
1213|Saintly Maidens' Protector, Unicorn |Healer |||Light |Light |6 Stars |28|1||
1214|Underworld Guard Dog, Cerberus |Attacker |Devil ||Dark |Dark |6 Stars |28|1|Shinnosuke Hino |
1215|Maleficent Dragon Lord Zaerog |Dragon |||Dark |Dark |8 Stars |60|15|Itou Youichi |
1216|Rebel Seraph Lucifer |God |Balanced ||Dark |Water |7 Stars |40|5000|Shinnosuke Hino |Blucifer 
1217|Keeper of the Sacred Texts, Metatron |God |Healer ||Light |Water |7 Stars |60|15000|Shinnosuke Hino |Ltron, Lmeta, Light Metatron 
1218|Kirin of the Sacred Gleam, Sakuya |God |Physical ||Light |Light |7 Stars |35|5000|Kozaki Yuusuke |
1219|Himi Udon |Physical |||Light ||4 Stars |10|1|Noodle, Ramen |
1220|Toyama Bay Tradition, Himi Udon |Physical |Attacker ||Light |Fire |5 Stars |20|1|Noodle, Ramen |
1221|Batman+S. Gloves Act FB |Physical |Devil ||Dark |Light |7 Stars |35|5000|Shinnosuke Hino |
1222|Gaia |God |Attacker ||Wood ||6 Stars |25|15|Yosuke Adachi |
1223|Awoken Gaia |God |Attacker ||Wood |Wood |7 Stars |35|15|Yosuke Adachi |
1224|Twin Dragon, Wangren |Dragon |||Fire ||5 Stars |12|15||
1225|Flamewing Twin Dragon King, Wangren |Dragon |||Fire ||6 Stars |50|15||
1226|Twin Dragon, Beyzul |Dragon |||Water ||5 Stars |12|15||
1227|Icewing Twin Dragon King, Beyzul |Dragon |||Water ||6 Stars |50|15||
1228|Awoken Odin TAMADRA |God |||Wood ||5 Stars |12|1||
1229|Awoken Odin TAMADRA, the War Deity |God |||Water ||6 Stars |12|1||
1230|Awoken Phantom God, Odin TAMADRA |God |||Fire ||6 Stars |12|1||
1231|Cao Cao |God |Attacker ||Fire ||5 Stars |15|5000|Shinnosuke Hino |
1232|Conquering Martial Deity, Cao Cao |God |Attacker ||Fire |Fire |6 Stars |25|5000|Shinnosuke Hino |
1233|Sun Quan |God |Healer ||Water ||5 Stars |15|5000|Suzuki Kaori |
1234|Courageous Divine General, Sun Quan |God |Healer ||Water |Water |6 Stars |25|5000|Suzuki Kaori |
1235|Liu Bei |God |Attacker ||Wood ||5 Stars |15|5000|Murase Rintaro |
1236|Moral Commanding Deity, Liu Bei |God |Attacker ||Wood |Wood |6 Stars |25|5000|Murase Rintaro |
1237|Da Qiao & Xiao Qiao |God |Healer ||Light |Water |5 Stars |15|5000|Chaichi |DQXQ, DXQ 
1238|Divine Flowers, Da Qiao & Xiao Qiao |God |Healer ||Light |Water |6 Stars |25|5000|Chaichi|DQXQ, DXQ 
1239|Lu Bu |God |Devil ||Dark ||5 Stars |15|5000|Shinnosuke Hino |
1240|Divine Flying General, Lu Bu |God |Devil ||Dark |Dark |6 Stars |25|5000|Shinnosuke Hino |
1241|Bearded Deity, Guan Yu |God |Physical |Dragon |Wood |Light |5 Stars |30|5000|Shinnosuke Hino |GGY, Green Guan Yu 
1242|Steadfast Bearded Deity, Guan Yu |God |Physical |Dragon |Wood |Light |6 Stars |50|5000|Shinnosuke Hino |GGY, Green Guan Yu 
1243|Loyal Deity, Guan Yu |God |Dragon |Balanced |Fire |Dark |6 Stars |40|15000|Shinnosuke Hino |RGY, Red Guan Yu 
1244|Valiant & Loyal Deity, Guan Yu |God |Dragon |Balanced |Fire |Dark |7 Stars |60|15000|Shinnosuke Hino |RGY, Red Guan Yu 
1245|Shining Monk, Xuanzang |God |||Light ||6 Stars |20|20||
1246|Gleaming-Eyed Dragon Monk, Xuanzang |God |Dragon ||Light |Light |7 Stars |25|20|Ikeya |
1247|Shadow Monk, Xuanzang |God |||Dark ||6 Stars |20|20|Yosuke Adachi |
1248|Dark-Eyed Dragon Monk, Xuanzang |God |Dragon ||Dark |Dark |7 Stars |25|20|Yosuke Adachi |
1249|Hera-Sowilo |God |||Light ||6 Stars |40|20|Itou Youichi |Light Hera, Hera-Sol, Hera Sol 
1250|Awoken Hera-Sowilo |Devil |God ||Light |Dark |7 Stars |60|20|Itou Youichi |Light Hera, Hera-Sol, Hera Sol 
1251|Zeus Vulcan |God |Dragon ||Fire ||6 Stars |45|20||
1252|Awoken Zeus Vulcan |God |Dragon ||Fire |Light |7 Stars |60|20||
1253|Blazing Dragonfire Angel, Uriel |God |Dragon ||Fire |Fire |7 Stars |40|5000|Yosuke Adachi|
1254|Guiding Archangel, Gabriel |God |Healer ||Water |Water |7 Stars |40|5000|Yosuke Adachi |
1255|Unyielding Archangel, Michael |God |Attacker ||Wood |Wood |7 Stars |40|5000|Suzuki Kaori |
1256|Savior Archangel, Raphael |God |Healer ||Light |Fire |7 Stars |40|5000|Murase Rintaro |
1257|Surging Demon Lord, Belial |Devil |Physical ||Fire |Fire |7 Stars |40|5000|Chaichi |
1258|Chivalrous Demon Lord, Amon |Devil |Physical ||Water |Light |7 Stars |40|5000|Yosuke Adachi |Wizard Owl 
1259|Dreaming Archdemon, Astaroth |Devil |Healer ||Wood |Wood |7 Stars |40|5000|Suzuki Kaori |
1260|Pure Demon Lord, Astaroth |Devil |Attacker ||Wood |Dark |7 Stars |40|5000|Suzuki Kaori |
1261|Haughty Demon Lord, Baal |Devil |Attacker ||Light |Dark |7 Stars |40|5000|Yosuke Adachi |
1262|Divine Flower Suzaku, Leilan |God |Balanced ||Fire |Wood |7 Stars |35|5000|Itou Youichi |
1263|Divine Harbinger Suzaku, Leilan |God |Attacker ||Fire |Light |7 Stars |35|5000|Itou Youichi |
1264|Life Protector Seiryuu, Karin |God |Dragon ||Water |Wood |7 Stars |35|5000|Shinnosuke Hino |
1265|Ethereal Guardian Seiryuu, Karin |God |Physical ||Water |Dark |7 Stars |35|5000|Shinnosuke Hino |
1266|Underworld Protector Genbu, Meimei |God |Devil ||Wood |Dark |7 Stars |35|5000|Yosuke Adachi |
1267|Doumyou Guardian Genbu, Meimei |God |Balanced ||Wood |Light |7 Stars |35|5000|Yosuke Adachi |
1268|Lunar Corona Byakko, Haku |God |Dragon ||Dark |Fire |7 Stars |35|5000|Suzuki Kaori |
1269|Banishing Claw Byakko, Haku |God |Devil ||Dark |Dark |7 Stars |35|5000|Suzuki Kaori |
1270|Burning Maiden, Princess Valkyrie |Healer |||Fire ||6 Stars |30|15000|Shinnosuke Hino |
1271|Phoenix Blossom, Graceful Valkyrie |Healer |||Fire |Light |7 Stars |35|15000|Shinnosuke Hino |
1272|Red Mech General, Elder Jotunn |Physical |Machine ||Fire |Light |6 Stars |27|1|ShinnosukeHino |
1273|Blue Mech General, Mar Midgard |Physical |Machine ||Water |Light |6 Stars |27|1|Shinnosuke Hino |
1274|Green Mech General, Viz Asgard |Physical |Machine ||Wood |Light |6 Stars |27|1|ShinnosukeHino |
1275|Judge Golem |Physical |Machine ||Fire |Wood |4 Stars |12|1||
1276|Madoromi Dragon |Dragon |||Dark ||5 Stars |20|10||
1277|Awoken Dragon |Dragon |||Dark |Light |6 Stars |40|10||
1278|Yo Minuzaki |Balanced |||Water ||5 Stars |12|5000||
1279|Yo & King Siegfried |Balanced |||Water |Water |6 Stars |25|5000||
1280|Chika Makimura |Healer |||Fire ||4 Stars |10|3000||
1281|Chika & War Deity Minerva |Healer |God ||Fire |Fire |5 Stars |20|3000||
1282|Murakumo Takeda |Attacker |||Fire ||4 Stars |10|3000||
1283|Murakumo & Red Giant Gigas |Attacker |||Fire |Fire |5 Stars |20|3000||
1284|Leona Akita |Balanced |||Water ||4 Stars |10|3000|Yosuke Adachi |
1285|Leona & Enchantress of the Sea, Siren |Balanced |||Water |Water |5 Stars |20|3000|Yosuke Adachi|
1286|Folen Lazule |Healer |||Wood ||4 Stars |10|3000||
1287|Folen & Hunting Deity Artemis |Healer |God ||Wood |Wood |5 Stars |20|3000||
1288|Patricia Ezel |Physical |||Light ||4 Stars |10|3000||
1289|Patricia & Valkyrie |Physical |||Light |Light |5 Stars |20|3000||
1290|Henry Boram |Devil |||Dark ||4 Stars |10|3000||
1291|Henry & Chaos Devil Dragon |Devil |Dragon ||Dark |Dark |5 Stars |20|3000||
1292|Tinnin |Dragon |||Light ||5 Stars |12|5000|Yosuke Adachi |
1293|Tinnin & Angel |Dragon |Healer ||Light |Light |6 Stars |25|5000|Yosuke Adachi |
1294|Ancient Blue Sacred Mask |Evo Material |||Water ||6 Stars |99|1||
1295|Ancient Green Sacred Mask |Evo Material |||Wood ||6 Stars |99|1||
1296|Iwato's Dancing Goddess, Amenouzume |God |Attacker ||Fire |Fire |7 Stars |35|5000|Itou Youichi |
1297|Divine Wardens, Umisachi&Yamasachi |God |Healer ||Water |Wood |7 Stars |35|5000|Yosuke Adachi |
1298|Devoted Miko Goddess, Kushinadahime |God |Healer ||Wood |Wood |7 Stars |35|5000|Yosuke Adachi |
1299|Radiant God of Creation, Izanagi |God |Physical ||Light |Light |7 Stars |35|5000|Itou Youchi |
1300|Roaming National Founder, Okuninushi |God |Physical ||Dark |Dark |7 Stars |35|5000||
1301|Dino Rider, Wild Drake |Attacker |Dragon ||Fire |Wood |7 Stars |23|5000|Murase Rintaro |
1302|Beast Rider, Wiz Merlin |Attacker |Devil ||Water |Fire |7 Stars |23|5000|Murase Rintaro |
1303|Marine Rider, Bard Robin |Attacker |Devil ||Wood |Water |7 Stars |23|5000|Murase Rintaro |
1304|Dragon Rider, King Arthur |Attacker |Dragon ||Light |Dark |7 Stars |23|5000|Murase Rintaro |
1305|Gryps Rider, Vector Finn |Attacker |Devil ||Dark |Light |7 Stars |23|5000|Murase Rintaro |
1306|Wadatsumi |God |Balanced ||Water ||6 Stars |20|25||
1307|Awoken Wadatsumi |God |Balanced ||Water |Dark |7 Stars |30|25||
1308|Wolyafa |Healer |||Fire ||3 Stars |5|1||
1309|Golden Fox Spirit, Wolyafa |Healer |||Fire ||4 Stars |10|1||
1310|Hati Bebe |Balanced |||Water ||3 Stars |5|1||
1311|Gale Wolf, Hati |Balanced |||Water ||4 Stars |10|1||
1312|Mistress |Attacker |||Wood ||3 Stars |5|1||
1313|Purple Queen Bee, Mistress |Attacker |||Wood ||4 Stars |10|1||
1314|Skeggiold |Enhance Material |||Light ||3 Stars |1|1||
1315|Baphomet |Devil |||Dark ||4 Stars |11|10||
1316|Underworld Tyrant, Baphomet |Devil |||Dark ||5 Stars |21|10||
1317|King Mastering |Physical |||Fire |Fire |6 Stars |60|10||
1318|ECO Super Tiny Alma |Balanced |||Light |Light |6 Stars |28|10|Yosuke Adachi |
1319|I Love PAD Bear |God |||Light ||4 Stars |10|1||
1320|Tree Dragon War Princess, Saint Plan |Dragon |Balanced ||Wood |Water |6 Stars |30|1||
1321|Brood |Dragon |||Water ||3 Stars |10|1||
1322|GC CRAB Ver.3 |Balanced |||Light |Light |7 Stars |60|1||
1323|King DeviTAMA |Enhance Material |||Dark ||6 Stars |1|1||
1324|Extreme King Metal Dragon |Enhance Material |God ||Dark ||7 Stars |1|1||
1325|Jewel of Fire |Evo Material |||Fire ||7 Stars |1|1||
1326|Jewel of Water |Evo Material |||Water ||7 Stars |1|1||
1327|Jewel of Wood |Evo Material |||Wood ||7 Stars |1|1||
1328|Jewel of Light |Evo Material |||Light ||7 Stars |1|1||
1329|Jewel of Darkness |Evo Material |||Dark ||7 Stars |1|1||
1330|Krishna |God |||Fire ||5 Stars |15|5000|Ikeya |
1331|Divine Brave General, Krishna |God |||Fire |Fire |6 Stars |25|5000|Ikeya |
1332|Sarasvati |God |||Water ||5 Stars |15|5000|Suzuki Kaori |
1333|Blessed River Goddess, Sarasvati |God |||Water |Water |6 Stars |25|5000|Suzuki Kaori |
1334|Vishnu |God |||Wood ||5 Stars |15|5000|Shinnosuke Hino |
1335|Creator God, Vishnu |God |||Wood |Wood |6 Stars |25|5000|Shinnosuke Hino |
1336|Ganesha |God |||Light ||5 Stars |15|5000|Murase Rintaro |
1337|Scholarly God, Ganesha |God |||Light |Light |6 Stars |25|5000|Murase Rintaro |
1338|Durga |God |||Dark ||5 Stars |15|5000|Chaichi |
1339|Demon Slaying Goddess, Durga |God |||Dark |Fire |6 Stars |25|5000|Chaichi |
1342|Gleaming Kouryu Emperor, Fagan |Dragon |Physical ||Light |Light |8 Stars |60|20|Shinnosuke Hino |
1343|Dark Kouryu Emperor, Fagan |God |Dragon ||Dark |Light |8 Stars |60|20|Shinnosuke Hino |
1344|Sword-Wielding God of Victory, Freyr |God |Dragon ||Fire |Light |7 Stars |35|5000|Yosuke Adachi |
1345|Eternal Twin Stars, Idunn&Idunna |God |Healer ||Water |Light |7 Stars |35|5000|ShinnosukeHino |I&I 
1346|Bountiful Arbor Goddess, Freyja |God |Balanced ||Wood |Light |7 Stars |35|5000|Yosuke Adachi |
1347|The Retriever of Mjolnir, Thor |God |Attacker ||Light |Wood |7 Stars |35|5000|Shinnosuke Hino |
1348|Cunning Trickster God, Loki |Devil |Balanced ||Dark |Water |7 Stars |35|5000|Yosuke Adachi |
1349|Exa-Hydra |Dragon |||Fire ||4 Stars |12|3000||
1350|Zeta Hydra |Dragon |||Fire |Fire |5 Stars |22|3000||
1351|WoodBahn |Dragon |||Wood ||4 Stars |12|3000||
1352|ForestBahn |Dragon |||Wood |Wood |5 Stars |22|3000||
1353|Storm Dragon, Mistrain |Dragon |||Light ||4 Stars |12|3000||
1354|Phantom Thunder Dragon, Sagirinokami |Dragon |||Light |Light |5 Stars |22|3000||
1355|Anima |Dragon |||Fire ||5 Stars |15|5000||
1356|Phantom Dragon, Anima |Dragon |Devil ||Fire |Dark |6 Stars |25|5000||
1357|Cursed Dragon |Dragon |||Dark ||5 Stars |15|5000||
1358|Immortal Dragon, Cursed Wyrm |Dragon |Devil ||Dark |Dark |6 Stars |25|5000||
1359|Apocalypse |Dragon |||Light ||5 Stars |30|5000||
1360|Destroyer Dragon, Apocalypse |Dragon |God ||Light |Light |6 Stars |50|5000||
1361|Scorched Land Dragon Knight, Himiko |Dragon |Healer ||Fire ||6 Stars |25|10|Ikeya |
1362|Hidden Sea Dragon Knight, Cleopatra |Dragon |Balanced ||Water ||6 Stars |25|10|Chaichi |
1363|Heavenly Wind Dragon Knight, Ishtar |Dragon |Physical ||Wood ||6 Stars |25|10|Itou Youichi |
1364|Holy Hour Dragon Knight, Jeanne d'Arc |Dragon |Attacker ||Light ||6 Stars |25|10||
1365|Shadow Moon Dragon Knight, Mulan |Dragon |Balanced ||Dark ||6 Stars |25|10||
1366|Firon |Dragon |||Fire ||2 Stars |4|1||
1367|Waron |Dragon |||Water ||2 Stars |4|1||
1368|Winron |Dragon |||Wood ||2 Stars |4|1||
1369|Shiron |Dragon |||Light ||2 Stars |4|1||
1370|Shadron |Dragon |||Dark ||2 Stars |4|1||
1371|Crazed King of Purgatory, Beelzebub |Devil |Attacker ||Dark |Dark |8 Stars |70|20|Murase Rintaro |
1372|Sleeping Dragon, Zhuge Liang |God |Attacker ||Wood ||5 Stars |30|5000|GZL, Green Zhuge Liang |
1373|Genius Sleeping Dragon, Zhuge Liang |God |Attacker ||Wood |Dark |6 Stars |50|5000|Ikeya |GZL, Green Zhuge Liang 
1374|Life Dragon, Zhuge Liang |God |Healer ||Light ||6 Stars |40|15000|Ikeya |LZL, Light Zhuge Liang
1375|Celestial Life Dragon, Zhuge Liang |God |Healer ||Light |Water |7 Stars |60|15000|LZL, Light Zhuge Liang |
1376|Frieza - First Form |Devil |Dragon ||Dark ||4 Stars |10|10||
1377|Frieza - Second Form |Devil |Dragon ||Dark ||5 Stars |20|10||
1378|Frieza - Third Form |Devil |Dragon ||Dark ||6 Stars |30|10||
1379|Frieza - Final Form |Devil |Dragon ||Dark |Dark |7 Stars |40|10||
1380|Zarbon |Physical |Dragon ||Dark ||4 Stars |10|1||
1381|Frieza's henchmen - Zarbon |Physical |Dragon ||Dark |Dark |5 Stars |20|1||
1382|Recoome |Physical |Dragon ||Light ||3 Stars |8|1||
1383|Ginyu Force - Recoome |Physical |Dragon ||Light ||4 Stars |12|1||
1384|Burter |Attacker |Dragon ||Water ||3 Stars |8|1||
1385|Ginyu Force - Burter |Attacker |Dragon ||Water ||4 Stars |12|1||
1386|Jeice |Balanced |Dragon ||Fire ||3 Stars |8|1||
1387|Ginyu Force - Jeice |Balanced |Dragon ||Fire ||4 Stars |12|1||
1388|Guldo |Balanced |Dragon ||Wood ||3 Stars |8|1||
1389|Ginyu Force - Guldo |Balanced |Dragon ||Wood ||4 Stars |12|1||
1390|Ginyu |Balanced |Dragon ||Dark ||4 Stars |10|1||
1391|Ginyu Force - Ginyu |Balanced |Dragon ||Dark |Dark |5 Stars |15|1||
1392|Saibaman |Attacker |Dragon ||Wood ||3 Stars |10|1||
1393|Korin |Enhance Material |Dragon ||Light ||3 Stars |10|1||
1394|Goku |Physical |Dragon ||Fire ||5 Stars |14|5000||
1395|Super Saiyan - Goku |Physical |Dragon ||Fire |Light |6 Stars |24|5000||
1396|Gohan |Balanced |Dragon ||Water ||5 Stars |14|5000|Blue Horus |
1397|Super Saiyan - Gohan |Balanced |Dragon ||Water |Light |6 Stars |24|5000|Blue Horus |
1398|Vegeta |Attacker |Dragon ||Dark ||5 Stars |14|5000||
1399|Super Saiyan - Vegeta |Attacker |Dragon ||Dark |Light |6 Stars |24|5000||
1400|Trunks |Attacker |Dragon ||Water ||5 Stars |14|5000||
1401|Super Saiyan - Trunks |Attacker |Dragon ||Water |Light |6 Stars |24|5000||
1402|Piccolo |Devil |Dragon ||Wood ||4 Stars |10|3000||
1403|Namekian - Piccolo |Devil |Dragon ||Wood |Dark |5 Stars |20|3000||
1404|Krillin |Balanced |Dragon ||Light ||4 Stars |10|3000||
1405|Earth Defender - Krillin |Balanced |Dragon ||Light |Light |5 Stars |20|3000||
1406|Yamcha |Balanced |Dragon ||Fire ||4 Stars |10|3000||
1407|Earth Defender - Yamcha |Balanced |Dragon ||Fire |Fire |5 Stars |20|3000||
1408|Tenshinhan |Attacker |Dragon ||Wood ||4 Stars |10|3000||
1409|Earth Defender - Tenshinhan |Attacker |Dragon ||Wood |Wood |5 Stars |20|3000||
1410|Chiaotzu |Balanced |Dragon ||Dark ||4 Stars |10|3000||
1411|Earth Defender - Chiaotzu |Balanced |Dragon ||Dark |Dark |5 Stars |20|3000||
1412|Red Riding Hood |Healer |||Fire ||4 Stars |10|3000|Chaichi |
1413|Happy Forest Maiden, Red Riding Hood |Healer |Physical ||Fire |Fire |5 Stars |16|3000|Chaichi |
1414|Snow White |Physical |||Water ||4 Stars |10|3000|Shinnosuke Hino |
1415|Queen of the Dwarfs, Snow White |Physical |God ||Water |Water |5 Stars |16|3000|Shinnosuke Hino |
1416|Thumbelina |Attacker |||Wood ||4 Stars |10|3000||
1417|Four Leaf Clover Princess, Thumbelina |Attacker |Healer ||Wood |Wood |5 Stars |16|3000||
1418|Cinderella |Physical |||Light ||4 Stars |10|3000|Chaichi |
1419|White Coach Princess, Cinderella |Physical |God ||Light |Light |5 Stars |16|3000|Chaichi |
1420|Sleeping Beauty |Balanced |||Dark ||4 Stars |10|3000||
1421|Thorn Princess, Sleeping Beauty |Balanced |Devil ||Dark |Dark |5 Stars |16|3000||
1422|Guardian of the Sacred City, Athena |God |Attacker ||Light |Wood |8 Stars |70|20|Yosuke Adachi |
1423|Shining Lance Wielder, Odin |God |Balanced ||Wood |Light |7 Stars |55|15000|Shinnosuke Hino |
1424|Zhang Fei |Physical |Attacker ||Wood ||5 Stars |20|15|Shinnosuke Hino |
1425|Decisive General, Zhang Fei |Physical |Attacker ||Wood |Fire |6 Stars |25|15|Shinnosuke Hino |
1426|Bronze Saint, Seiya |Physical |||Light ||4 Stars |10|3000||
1427|Bronze Saint, Pegasus Seiya |Physical |||Light |Light |5 Stars |20|3000||
1428|Bronze Saint, Hyoga |Balanced |||Water ||4 Stars |10|3000||
1429|Bronze Saint, Cygnus Hyoga |Balanced |||Water |Water |5 Stars |20|3000||
1430|Bronze Saint, Shiryu |Dragon |||Wood ||4 Stars |10|3000||
1431|Bronze Saint, Dragon Shiryu |Dragon |||Wood |Wood |5 Stars |20|3000||
1432|Bronze Saint, Shun |Healer |||Fire ||4 Stars |10|3000||
1433|Bronze Saint, Andromeda Shun |Healer |||Fire |Fire |5 Stars |20|3000||
1434|Bronze Saint, Ikki |Attacker |||Fire ||5 Stars |12|5000||
1435|Bronze Saint, Phoenix Ikki |Attacker |Healer ||Fire |Dark |6 Stars |22|5000||
1436|Successor of Graude Foundation, Saori |Healer |||Light ||5 Stars |12|5000||
1437|Reincarnation of Athena, Saori |Healer |God ||Light |Light |6 Stars |22|5000||
1438|Gold Saint, Seiya |Balanced |||Light ||5 Stars |12|5000||
1439|Gold Saint, Sagittarius Seiya |Balanced |||Light |Light |6 Stars |22|5000||
