Generated 10-29-2016: 7:30PM (Run time: 4H:30M)

1 |Total Attributes:  8 |Tyrra ||Dragon |Fire |2 Stars |2 |1 |Shinnosuke Hino |
727 |Total Attributes:  7 |CoC Glorious Healer ||Healer |Light |4 Stars |10 |1 |
728 |Total Attributes:  7 |CoC Dragon ||Dragon |Fire |4 Stars |15 |10 |
729 |Total Attributes:  7 |CoC Crimson Dragon ||Dragon |Fire |5 Stars |20 |10 |
730 |Total Attributes:  7 |CoC P.E.K.K.A ||Devil |Dark |5 Stars |40 |1 |
731 |Total Attributes:  7 |CoC Nightmare P.E.K.K.A ||Devil |Dark | /  |Dark |6 Stars |50 |1 |
732 |Total Attributes:  7 |Red Chocobo&Chocobo Knight ||Attacker |Fire | /  |Fire |4 Stars |20 |1 |
733 |Total Attributes:  7 |Blue Chocobo&Chocobo Knight ||Balanced |Water | /  |Water |4 Stars |20 |1 |
734 |Total Attributes:  7 |Green Chocobo&Chocobo Knight ||Physical |Wood | /  |Wood |4 Stars |20 |1 |
735 |Total Attributes:  7 |Moogle, Carbuncle & Chocobo ||Healer |Light | /  |Light |6 Stars |20 |1 |
736 |Total Attributes:  7 |Malboro King&Tonberry King ||Physical |Wood | /  |Water |5 Stars |20 |1 |
737 |Total Attributes:  7 |Scarlet Stone Dragon, Vermilionyt ||Dragon |Fire | /  |Light |5 Stars |25 |1 |
738 |Total Attributes:  7 |Blue Stone Dragon, Mythril ||Dragon |Water | /  |Wood |5 Stars |25 |1 |
739 |Total Attributes:  8 |Green Stone Dragon, Adamant ||Dragon |Wood | /  |Dark |5 Stars |25 |1 |Shinnosuke Hino |
740 |Total Attributes:  7 |Rainbow Stone Dragon, Orichalcum ||Dragon |Light | /  |Water |5 Stars |25 |1 |
741 |Total Attributes:  7 |Purple Stone Dragon, Damascus ||Dragon |Dark | /  |Fire |5 Stars |25 |1 |
742 |Total Attributes:  7 |Draggie ||Dragon |Wood |2 Stars |3 |15 |
743 |Total Attributes:  7 |Draggie Knight ||Dragon |Wood |3 Stars |7 |15 |
744 |Total Attributes:  7 |Ancient Draggie Knight ||Dragon |Wood |4 Stars |15 |15 |
745 |Total Attributes:  8 |Incarnation of Suzaku, Leilan ||God |Fire |5 Stars |20 |5000 |Itou Youichi |
746 |Total Attributes:  8 |Heavenly Guide Suzaku, Leilan ||God |Fire | /  |Fire |6 Stars |25 |5000 |Itou Youichi |
747 |Total Attributes:  8 |Incarnation of Seiryuu, Karin ||God |Water |5 Stars |20 |5000 |Shinnosuke Hino |
748 |Total Attributes:  8 |Guardian of Life Seiryuu, Karin ||God |Water | /  |Water |6 Stars |25 |5000 |Shinnosuke Hino |
749 |Total Attributes:  8 |Incarnation of Genbu, Meimei ||God |Wood |5 Stars |20 |5000 |Yosuke Adachi |
750 |Total Attributes:  8 |Tortoise Mountain Genbu, Meimei ||God |Wood | /  |Wood |6 Stars |25 |5000 |Yosuke Adachi |
751 |Total Attributes:  8 |Incarnation of Kirin, Sakuya ||God |Light |5 Stars |20 |5000 |Kozaki Yuusuke |
752 |Total Attributes:  8 |Kirin of the Aurora, Sakuya ||God |Light | /  |Light |6 Stars |25 |5000 |Kozaki Yuusuke |
753 |Total Attributes:  8 |Incarnation of Byakko, Haku ||God |Dark |5 Stars |20 |5000 |Suzuki Kaori |
754 |Total Attributes:  8 |Soul Guardian Byakko, Haku ||God |Dark | /  |Dark |6 Stars |25 |5000 |Suzuki Kaori |
755 |Total Attributes:  8 |Red Dragon God, Hino Kagutsuchi ||God | /  |Dragon |Fire | /  |Light |7 Stars |35 |5000 |Murase Rintaro |
756 |Total Attributes:  8 |Fire Serpent God, Hino Kagutsuchi ||God | /  |Attacker |Fire | /  |Dark |7 Stars |35 |5000 |Murase Rintaro |
757 |Total Attributes:  8 |Scorched Claw Dragon, Flare Drall ||Dragon | /  |Attacker |Fire | /  |Wood |6 Stars |30 |1 |Ikeya |
758 |Total Attributes:  8 |Drilling Shark Dragon, Megalodran ||Dragon | /  |Physical |Water | /  |Fire |6 Stars |30 |1 |Ikeya |
759 |Total Attributes:  8 |Horned Fort Dragon, Fortoytops ||Dragon | /  |Balanced |Wood | /  |Water |6 Stars |30 |1 |Ikeya |
760 |Total Attributes:  8 |Sacred Dragon Beast, Angelion ||Dragon | /  |Healer |Light | /  |Wood |6 Stars |30 |1 |Ikeya |
761 |Total Attributes:  8 |Jester Dragon, Drawn Joker ||Dragon | /  |Devil |Dark | /  |Water |6 Stars |30 |1 |Ikeya |
762 |Total Attributes:  7 |OCTOPUS ||Physical |Fire |3 Stars |5 |1 |
763 |Total Attributes:  7 |OCTOPUS Ver.2 ||Physical |Fire |4 Stars |10 |1 |
764 |Total Attributes:  7 |CRAB ||Balanced |Water |3 Stars |5 |1 |
765 |Total Attributes:  7 |CRAB Ver.2 ||Balanced |Water |4 Stars |10 |1 |
766 |Total Attributes:  7 |SQUID ||Attacker |Wood |3 Stars |5 |1 |
767 |Total Attributes:  7 |SQUID Ver.2 ||Attacker |Wood |4 Stars |10 |1 |
768 |Total Attributes:  7 |GC CRAB ||Balanced |Light |5 Stars |40 |1 |
769 |Total Attributes:  7 |GC CRAB Ver.2 ||Balanced |Light |6 Stars |50 |1 |
770 |Total Attributes:  7 |UFO ||Physical |Dark |4 Stars |15 |10 |
771 |Total Attributes:  7 |UFO Ver.2 ||Physical |Dark |5 Stars |20 |10 |
772 |Total Attributes:  8 |Omega Red Skydragon, El Dorado ||Dragon | /  |Attacker |Fire | /  |Water |7 Stars |35 |10 |Shinnosuke Hino |
773 |Total Attributes:  8 |Omega Blue Skydragon, Nirai Kanai ||Dragon | /  |Attacker |Water | /  |Dark |7 Stars |35 |10 |Itou Youichi |
774 |Total Attributes:  8 |Omega Wood Skydragon, Horai ||Dragon | /  |Attacker |Wood | /  |Fire |7 Stars |35 |10 |Itou Youichi |
775 |Total Attributes:  8 |Omega Holy Skydragon, Shangri-La ||Dragon | /  |Attacker |Light | /  |Wood |7 Stars |35 |10 |Itou Youichi |
776 |Total Attributes:  8 |Omega Night Skydragon, Elysion ||Dragon | /  |Attacker |Dark | /  |Light |7 Stars |35 |10 |Shinnosuke Hino |
777 |Total Attributes:  8 |Great Tengu ||Physical |Wood |5 Stars |20 |15 |Chaichi |
778 |Total Attributes:  8 |Twisted Mountain God, Grand Tengu ||Physical |Wood |6 Stars |25 |15 |Chaichi |
779 |Total Attributes:  7 |Kodama ||Healer |Wood |2 Stars |5 |1 |
780 |Total Attributes:  8 |Incarnation of Kouryu, Fagan ||God | /  |Dragon |Light |6 Stars |40 |20 |Shinnosuke Hino |
781 |Total Attributes:  8 |Kouryu the Star Emperor, Fagan ||God | /  |Dragon |Light |7 Stars |50 |20 |Shinnosuke Hino |
782 |Total Attributes:  7 |Mystic Megalith Dragon, Baalbek ||Dragon |Fire |6 Stars |25 |10 |
783 |Total Attributes:  8 |Mystic Mech Dragon, Antikythera ||Dragon |Water |6 Stars |25 |10 |Murase Rintaro |
784 |Total Attributes:  7 |Mystic Painting Dragon, Nazca ||Dragon |Wood |6 Stars |25 |10 |
785 |Total Attributes:  7 |Mystic Crystal Dragon, CrystalSkull ||Dragon |Light |6 Stars |25 |10 |
786 |Total Attributes:  8 |Mystic Astro Dragon, Nebradisk ||Dragon |Dark |6 Stars |25 |10 |Murase Rintaro |
787 |Total Attributes:  7 |Minotaur ||Attacker |Fire |2 Stars |6 |1 |
788 |Total Attributes:  7 |Beast of the Labyrinth, Minotaur ||Attacker |Fire |3 Stars |12 |1 |
789 |Total Attributes:  7 |Cockatrice ||Healer |Water |2 Stars |6 |1 |
790 |Total Attributes:  7 |Stone Gaze Demon Bird, Cockatrice ||Healer |Water |3 Stars |12 |1 |
791 |Total Attributes:  8 |Centaur ||Balanced |Wood |2 Stars |6 |1 |Shinnosuke Hino |
792 |Total Attributes:  8 |Hominal Beast, Centaur ||Balanced |Wood |3 Stars |12 |1 |Shinnosuke Hino |
793 |Total Attributes:  7 |Cyclops ||Physical |Light |2 Stars |6 |1 |
794 |Total Attributes:  7 |Thunder Giant, Cyclops ||Physical |Light |3 Stars |12 |1 |
795 |Total Attributes:  8 |Wicked Lady ||Devil |Dark |2 Stars |6 |1 |Chaichi |
796 |Total Attributes:  8 |Charming Temptress, Wicked Lady ||Devil |Dark |3 Stars |12 |1 |Chaichi |
797 |Total Attributes:  8 |TAMADRA ||Awoken Material |Light |5 Stars |1 |1 |Ikeya |
798 |Total Attributes:  7 |Samba Ruby Dragon ||Enhance Material |Fire |6 Stars |38 |1 |
799 |Total Attributes:  8 |Ame no Uzume ||God |Fire |5 Stars |20 |5000 |Itou Youichi |
800 |Total Attributes:  8 |Goddess of the Art, Ame no Uzume ||God | /  |Balanced |Fire | /  |Fire |6 Stars |25 |5000 |Itou Youichi |
801 |Total Attributes:  9 |Umisachi&Yamasachi ||God |Water | /  |Wood |5 Stars |20 |5000 |Yosuke Adachi |Wonder Twins |
802 |Total Attributes:  9 |Gods of Hunt, Umisachi&Yamasachi ||God |Water | /  |Wood |6 Stars |25 |5000 |Yosuke Adachi |Wonder Twins |
803 |Total Attributes:  8 |Kushinadahime ||God |Wood |5 Stars |20 |5000 |Yosuke Adachi |
804 |Total Attributes:  8 |Goddess of Rice Fields, Kushinada ||God |Wood | /  |Wood |6 Stars |25 |5000 |Yosuke Adachi |
805 |Total Attributes:  8 |Izanagi ||God |Light |5 Stars |20 |5000 |Itou Youichi |
806 |Total Attributes:  8 |Ancestor of the Gods, Izanagi ||God |Light | /  |Light |6 Stars |25 |5000 |Itou Youichi |
807 |Total Attributes:  8 |Okuninushi ||God |Dark |5 Stars |20 |5000 |Shinnosuke Hino |
808 |Total Attributes:  8 |Founder of Nations, Okuninushi ||God | /  |Physical |Dark | /  |Dark |6 Stars |25 |5000 |Shinnosuke Hino |
809 |Total Attributes:  8 |Takeminakata ||God | /  |Physical |Light |5 Stars |40 |15 |Murase Rintaro |
810 |Total Attributes:  8 |War God of Metal, Takeminakata ||God | /  |Physical |Light | /  |Fire |6 Stars |60 |15 |Murase Rintaro|
811 |Total Attributes:  9 |Empress God, Izanami ||God | /  |Balanced |Light | /  |Water |6 Stars |40 |20 |Itou Youichi |Liza, Light Izanami |
812 |Total Attributes:  9 |Empress of Creation, Izanami ||God | /  |Balanced |Light | /  |Water |7 Stars |60 |20 |Itou Youichi |Liza, Light Izanami |
813 |Total Attributes:  9 |Yomi God, Izanami ||God | /  |Physical |Dark | /  |Fire |6 Stars |40 |20 |Itou Youichi |Diza, Dark Izanami |
814 |Total Attributes:  9 |Yomi Mistress, Izanami ||God | /  |Physical |Dark | /  |Fire |7 Stars |60 |20 |Itou Youichi |Diza, Dark Izanami |
815 |Total Attributes:  7 |Domovoi ||Balanced |Light |3 Stars |5 |1 |
816 |Total Attributes:  7 |Don Domovoi ||Balanced |Light |4 Stars |10 |1 |
817 |Total Attributes:  7 |Grendel ||Physical |Fire |3 Stars |10 |1 |
818 |Total Attributes:  7 |Bronzed Grendel ||Physical |Fire |4 Stars |15 |1 |
819 |Total Attributes:  7 |Hrungnir ||Physical |Water | /  |Wood |5 Stars |40 |15 |
820 |Total Attributes:  7 |Absolute Zero Hrungnir ||Physical |Water | /  |Wood |6 Stars |50 |15 |
821 |Total Attributes:  7 |Anne Punt Quettebuss in Love ||Balanced |Light | /  |Light |6 Stars |30 |1 |
822 |Total Attributes:  9 |Burning Phoenix Knight, Homura ||Balanced |Fire | /  |Fire |6 Stars |24 |1 |Itou Youichi |PKH, BPK |
823 |Total Attributes:  9 |Torrential Fenrir Knight, Kamui ||Balanced |Water | /  |Water |6 Stars |24 |1 |Itou Youichi |FKK, TFK |
824 |Total Attributes:  9 |Ancient Dragon Knight, Zeal ||Dragon | /  |Balanced |Wood | /  |Wood |6 Stars |24 |1 |Yosuke Adachi |ADK |
825 |Total Attributes:  8 |Godly Knight of the Sky, Verche ||God | /  |Balanced |Light | /  |Light |6 Stars |24 |1 |Yosuke Adachi|
826 |Total Attributes:  9 |Chaos Dragon Knight, Voice ||Dragon | /  |Balanced |Dark | /  |Dark |6 Stars |24 |1 |Yosuke Adachi |CDK |
827 |Total Attributes:  7 |Shugen Demon, Shouki ||Physical |Light |3 Stars |7 |1 |
828 |Total Attributes:  7 |Protection Demon of Light, Shouki ||Physical |Light |4 Stars |11 |1 |
829 |Total Attributes:  7 |Shugen Demon, Jyaki ||Physical |Dark |3 Stars |7 |1 |
830 |Total Attributes:  7 |Protection Demon of Dark, Jyaki ||Physical |Dark |4 Stars |11 |1 |
831 |Total Attributes:  7 |Top Droidragon ||Physical | /  |Dragon |Wood | /  |Water |6 Stars |25 |1 |
832 |Total Attributes:  7 |Kozukura ||Physical |Water |2 Stars |5 |1 |
833 |Total Attributes:  7 |Fukuragi ||Physical |Water |3 Stars |10 |1 |
834 |Total Attributes:  7 |Amberjack ||Physical |Water |4 Stars |12 |1 |
835 |Total Attributes:  7 |King of Toyama Bay, Amberjack ||Physical |Water | /  |Water |5 Stars |20 |1 |
836 |Total Attributes:  7 |Firefly Squid ||Attacker |Light |3 Stars |8 |1 |
837 |Total Attributes:  7 |Mystery of Toyama Bay, Firefly Squid ||Attacker |Light |4 Stars |12 |1 |
838 |Total Attributes:  7 |Velvet Shrimp ||Balanced |Fire |3 Stars |8 |1 |
839 |Total Attributes:  7 |Jewel of Toyama Bay, Velvet Shrimp ||Balanced |Fire |4 Stars |12 |1 |
840 |Total Attributes:  7 |Amitan ||God |Wood |5 Stars |15 |10 |
841 |Total Attributes:  7 |Amitaka & Kanon & Cecil ||God |Wood | /  |Light |6 Stars |25 |10 |
842 |Total Attributes:  7 |DD-Drake ||Dragon |Fire |5 Stars |20 |10 |
843 |Total Attributes:  7 |DD-Dragon ||Dragon | /  |Attacker |Fire | /  |Fire |6 Stars |30 |10 |
844 |Total Attributes:  7 |DD-Saurian ||Attacker |Water |3 Stars |6 |1 |
845 |Total Attributes:  7 |DD-Dragonewt ||Attacker |Water |4 Stars |12 |1 |
846 |Total Attributes:  7 |DD-Behemoth ||Physical |Wood |3 Stars |6 |1 |
847 |Total Attributes:  7 |DD-King Behemoth ||Physical |Wood |4 Stars |12 |1 |
848 |Total Attributes:  7 |DD-Skeleton ||Balanced |Dark |3 Stars |6 |1 |
849 |Total Attributes:  7 |DD-Skeleton Lord ||Balanced |Dark |4 Stars |12 |1 |
850 |Total Attributes:  7 |DD-Guardian ||Physical |Light |4 Stars |12 |1 |
851 |Total Attributes:  7 |DD-Arch Guardian ||Physical |Light | /  |Water |5 Stars |20 |1 |
852 |Total Attributes:  7 |DD-Magick Archer ||Balanced |Fire |3 Stars |8 |1 |
853 |Total Attributes:  7 |DD-Poison Enchanter ||Balanced |Fire | /  |Dark |4 Stars |12 |1 |
854 |Total Attributes:  7 |Jaggi Cat ||Attacker |Dark |4 Stars |10 |3000 |
855 |Total Attributes:  7 |Great Jaggi & Jaggi Cat ||Attacker | /  |Dragon |Dark | /  |Dark |5 Stars |20 |3000 |
856 |Total Attributes:  7 |Wroggi Cat ||Balanced |Fire |4 Stars |10 |3000 |
857 |Total Attributes:  7 |Great Wroggi & Wroggi Cat ||Balanced | /  |Dragon |Fire | /  |Fire |5 Stars |20 |3000 |
858 |Total Attributes:  7 |Baggi Cat ||Physical |Water |4 Stars |10 |3000 |
859 |Total Attributes:  7 |Great Baggi & Baggi Cat ||Physical | /  |Dragon |Water | /  |Water |5 Stars |20 |3000 |
860 |Total Attributes:  7 |Gargwa Cat ||Healer |Light |4 Stars |10 |3000 |
861 |Total Attributes:  7 |Gargwa & Gargwa Cat ||Healer | /  |Dragon |Light | /  |Light |5 Stars |20 |3000 |
862 |Total Attributes:  7 |Bullfango Cat ||Balanced |Wood |4 Stars |10 |3000 |
863 |Total Attributes:  7 |Bulldrome & Bullfango Cat ||Balanced | /  |Dragon |Wood | /  |Wood |5 Stars |20 |3000 |
864 |Total Attributes:  7 |Rhenoplos Cat ||Physical |Light |4 Stars |10 |3000 |
865 |Total Attributes:  7 |Rhenoplos & Rhenoplos Cat ||Physical | /  |Dragon |Light | /  |Light |5 Stars |20 |3000 |
866 |Total Attributes:  7 |Rathalos Cat ||Balanced |Fire |5 Stars |15 |5000 |
867 |Total Attributes:  7 |Rathalos & Rathalos Cat ||Balanced | /  |Dragon |Fire | /  |Dark |6 Stars |25 |5000 |
868 |Total Attributes:  7 |Rathian Cat ||Healer |Wood |5 Stars |15 |5000 |
869 |Total Attributes:  7 |Rathian & Rathian Cat ||Healer | /  |Dragon |Wood | /  |Light |6 Stars |25 |5000 |
870 |Total Attributes:  7 |Tyrra Felyne ||Balanced |Fire |2 Stars |7 |1 |
871 |Total Attributes:  7 |Firedragon Tyrannos & Felyne ||Balanced | /  |Dragon |Fire |3 Stars |12 |1 |
872 |Total Attributes:  7 |Plessie Felyne ||Balanced |Water |2 Stars |7 |1 |
873 |Total Attributes:  7 |Icedragon Plesios & Felyne ||Balanced | /  |Dragon |Water |3 Stars |12 |1 |
874 |Total Attributes:  7 |Brachy Felyne ||Balanced |Wood |2 Stars |7 |1 |
875 |Total Attributes:  7 |Flowerdragon Brachys & Felyne ||Balanced | /  |Dragon |Wood |3 Stars |12 |1 |
876 |Total Attributes:  7 |King Metal Cat ||Balanced |Dark |4 Stars |15 |1 |
877 |Total Attributes:  7 |King Metal Dragon & King Metal Cat ||Balanced | /  |Dragon |Dark |5 Stars |20 |1 |
878 |Total Attributes:  7 |King Gold Cat ||Balanced |Light |4 Stars |15 |1 |
879 |Total Attributes:  7 |King Gold Dragon & King Gold Cat ||Balanced | /  |Dragon |Light |5 Stars |20 |1 |
880 |Total Attributes:  7 |Awoken Odin Cat ||God | /  |Balanced |Wood | /  |Light |5 Stars |25 |5000 |
881 |Total Attributes:  7 |Awoken Odin & Odin Cat ||God | /  |Balanced |Wood | /  |Light |6 Stars |45 |5000 |
882 |Total Attributes:  7 |Rumbling Blazing King Apollo ||Balanced |Fire | /  |Water |6 Stars |25 |1 |
883 |Total Attributes:  7 |Light Dragon Emperor Saiga ||Dragon | /  |God |Light | /  |Light |7 Stars |55 |1 |
884 |Total Attributes:  7 |Stray Soul Beast Izuna ||Healer |Dark |4 Stars |10 |1 |
885 |Total Attributes:  7 |Nine-Tailed Izuna ||Healer |Dark |5 Stars |20 |1 |
886 |Total Attributes:  7 |Emperor Masterion ||Devil |Dark |5 Stars |40 |10 |
887 |Total Attributes:  7 |Demon King Masterion ||Devil |Dark |6 Stars |50 |10 |
888 |Total Attributes:  9 |Feline Deity of Harmony, Bastet ||God | /  |Healer |Wood | /  |Light |7 Stars |35 |5000 |Yosuke Adachi|Catte |
889 |Total Attributes:  8 |War Deity of Fury, Ares ||God | /  |Attacker |Fire | /  |Dark |7 Stars |35 |5000 |Shinnosuke Hino |
890 |Total Attributes:  8 |Commerce Deity of Dreams, Hermes ||God | /  |Physical |Water | /  |Light |7 Stars |35 |5000 |Murase Rintaro |
891 |Total Attributes:  8 |Hunt God of the Holy Bow, Artemis ||God | /  |Balanced |Wood | /  |Light |7 Stars |35 |5000 |Yosuke Adachi |
892 |Total Attributes:  8 |Solar God of Heaven's Bow, Apollo ||God | /  |Physical |Light | /  |Fire |7 Stars |35 |5000 |Murase Rintaro |
893 |Total Attributes:  8 |Queen of Condemnation, Persephone ||God | /  |Devil |Dark | /  |Fire |7 Stars |35 |5000 |Itou Youichi |
894 |Total Attributes:  8 |Dark Liege, Vampire Duke ||Balanced | /  |Devil |Dark | /  |Water |6 Stars |35 |1 |Shinnosuke Hino |
895 |Total Attributes:  8 |Arcane Monarch, Vampire Duke ||Physical | /  |Devil |Water | /  |Dark |6 Stars |35 |1 |Shinnosuke Hino|
896 |Total Attributes:  7 |Red Chaser ||Physical | /  |Machine |Fire |3 Stars |6 |1 |
897 |Total Attributes:  7 |Flame Chaser ||Physical | /  |Machine |Fire |4 Stars |12 |1 |
898 |Total Attributes:  7 |Blue Chaser ||Physical | /  |Machine |Water |3 Stars |6 |1 |
899 |Total Attributes:  7 |Aqua Chaser ||Physical | /  |Machine |Water |4 Stars |12 |1 |
900 |Total Attributes:  7 |Green Chaser ||Physical | /  |Machine |Wood |3 Stars |6 |1 |
901 |Total Attributes:  7 |Wind Chaser ||Physical | /  |Machine |Wood |4 Stars |12 |1 |
902 |Total Attributes:  7 |Yellow Chaser ||Physical | /  |Machine |Light |3 Stars |6 |1 |
903 |Total Attributes:  7 |Lightning Chaser ||Physical | /  |Machine |Light |4 Stars |12 |1 |
904 |Total Attributes:  7 |Purple Chaser ||Physical | /  |Machine |Dark |3 Stars |6 |1 |
905 |Total Attributes:  7 |Phantom Chaser ||Physical | /  |Machine |Dark |4 Stars |12 |1 |
906 |Total Attributes:  8 |Flame Baron ||Balanced |Fire |4 Stars |11 |1 |Itou Youichi |
907 |Total Attributes:  8 |Aqua Baron ||Balanced |Water |4 Stars |11 |1 |Itou Youichi |
908 |Total Attributes:  8 |Earth Baron ||Balanced |Wood |4 Stars |11 |1 |Itou Youichi |
909 |Total Attributes:  8 |White Baron ||Balanced |Light |4 Stars |11 |1 |Itou Youichi |
910 |Total Attributes:  8 |Black Baron ||Balanced |Dark |4 Stars |11 |1 |Itou Youichi |
911 |Total Attributes:  9 |Red Dragon Caller, Sonia ||Dragon | /  |Devil |Fire | /  |Dark |5 Stars |30 |15000 |Yosuke Adachi |Rsonia, Ronia, Red Sonia |
912 |Total Attributes:  9 |Extant Red Dragon Caller, Sonia ||Dragon | /  |Devil |Fire | /  |Dark |6 Stars |50 |15000 |Yosuke Adachi |Rsonia, Ronia, Red Sonia |
913 |Total Attributes:  9 |Jade Dragon Caller, Sonia ||Dragon | /  |Balanced |Wood | /  |Dark |6 Stars |40 |50000 |Yosuke Adachi |Gronia, Gonia, Green Sonia |
914 |Total Attributes:  9 |Eternal Jade Dragon Caller, Sonia ||Dragon | /  |Balanced |Wood | /  |Dark |7 Stars |60 |50000 |YosukeAdachi |Gronia, Gonia, Green Sonia |
915 |Total Attributes:  7 |Angelit ||Evo Material |Light |7 Stars |1 |1 |
916 |Total Attributes:  7 |Devilit ||Evo Material |Dark |7 Stars |1 |1 |
917 |Total Attributes:  8 |Awoken Zeus Olympios ||God |Light | /  |Light |8 Stars |60 |15 |Itou Youichi |
918 |Total Attributes:  8 |Awoken Zeus Stratios ||God | /  |Devil |Dark | /  |Light |8 Stars |60 |15 |Itou Youichi |
919 |Total Attributes:  8 |Elemental of Harsh Flame, Shaitan ||Balanced | /  |Devil |Fire | /  |Fire |6 Stars |26 |3000 |Ikeya |
920 |Total Attributes:  8 |Elemental of Kind Waters, Undine ||Balanced |Water | /  |Water |6 Stars |26 |3000 |Ikeya |
921 |Total Attributes:  8 |Elemental of Levity, Sylph ||Balanced |Wood | /  |Wood |6 Stars |26 |3000 |Ikeya |
922 |Total Attributes:  8 |Elemental of Gold Glimmer, Genie ||Balanced |Light | /  |Light |6 Stars |26 |3000 |Ikeya |
923 |Total Attributes:  8 |Elemental of True Death, Thanatos ||Balanced | /  |Devil |Dark | /  |Dark |6 Stars |26 |3000 |Ikeya |
924 |Total Attributes:  7 |Firefly ||Attacker |Fire |3 Stars |5 |1 |
925 |Total Attributes:  7 |Firefly + Flamethrower ||Attacker |Fire |4 Stars |10 |1 |
926 |Total Attributes:  7 |Solomon Grundy ||Physical |Water |3 Stars |5 |1 |
927 |Total Attributes:  7 |Solomon Grundy, Born on a Monday ||Physical |Water |4 Stars |10 |1 |
928 |Total Attributes:  7 |Copperhead ||Balanced |Wood |3 Stars |5 |1 |
929 |Total Attributes:  7 |Venomous Copperhead ||Balanced |Wood |4 Stars |10 |1 |
930 |Total Attributes:  7 |Bane ||Physical |Light |3 Stars |8 |1 |
931 |Total Attributes:  7 |Venom-Enhanced Bane ||Physical |Light |4 Stars |12 |1 |
932 |Total Attributes:  7 |Deathstroke ||Attacker |Light | /  |Dark |5 Stars |15 |1 |
933 |Total Attributes:  7 |Deathstroke + B. Staff ||Attacker |Light | /  |Dark |6 Stars |25 |1 |
934 |Total Attributes:  7 |Exiled Apollo ||Balanced |Fire |4 Stars |15 |1 |
935 |Total Attributes:  7 |Blazing Apollo ||Balanced |Fire |5 Stars |20 |1 |
936 |Total Attributes:  7 |UNPRINTABLE ||Attacker |Fire |3 Stars |5 |1 |
937 |Total Attributes:  7 |UNPRINTABLE ||Attacker |Fire | /  |Wood |4 Stars |10 |1 |
938 |Total Attributes:  7 |UNPRINTABLE ||Physical |Water |3 Stars |5 |1 |
939 |Total Attributes:  7 |UNPRINTABLE ||Physical |Water | /  |Fire |4 Stars |10 |1 |
940 |Total Attributes:  7 |UNPRINTABLE ||Balanced |Wood |3 Stars |5 |1 |
941 |Total Attributes:  7 |UNPRINTABLE ||Balanced |Wood | /  |Water |4 Stars |10 |1 |
942 |Total Attributes:  7 |UNPRINTABLE ||Healer |Light |3 Stars |5 |1 |
943 |Total Attributes:  7 |UNPRINTABLE ||Healer |Light | /  |Dark |4 Stars |10 |1 |
944 |Total Attributes:  7 |UNPRINTABLE ||Devil |Dark |3 Stars |5 |1 |
